,ChannelName,ChannelID,Subscribers,ChannelViews,ChannelTotalVideos,ChannelPlaylistId
0,VevoBrasil,UCPZ-rkkRqY6OnjNBFs0LAJA,201000,10299654,94,UUPZ-rkkRqY6OnjNBFs0LAJA
